54,6,9549,1331,824,3651,0,1542,22,7239
54,6,3379,2166,1646,2362,808,2384,830,0
54,6,3380,2251,1730,2447,895,2378,917,0
54,6,4371,1975,1463,2168,637,2277,659,0
54,6,3453,2325,1724,2433,895,2366,828,0
54,6,3545,2334,1813,2529,978,2024,1000,0
54,6,5892,2144,1633,4472,809,2355,744,0
54,6,3299,2171,1310,2366,810,2297,832,0
54,6,4633,2230,1716,4488,1565,2356,828,0
54,6,3385,2247,1725,2355,894,2288,829,0
54,6,3358,2233,1718,2427,891,2360,826,0
54,6,3465,2335,1388,2443,980,1935,913,0
54,6,3470,2253,1734,2450,896,2381,829,0
54,6,3304,2172,1307,2367,809,1770,744,0
54,6,3464,2253,1731,2449,894,2027,916,0
42,6,3473,3996,1334,999,152,932,0,98
42,6,4649,3962,1500,993,829,1017,0,268
42,6,2600,1242,2706,911,150,935,0,184
42,6,4573,3878,3297,913,65,846,0,184
42,6,2860,1485,1754,1154,391,1176,241,0
42,6,3980,1330,1683,1001,236,934,0,270
42,6,4604,1240,1335,914,152,847,0,98
42,6,2712,1248,1345,1002,150,1026,0,184
42,6,2615,1414,1425,912,150,936,0,184
42,6,3327,1163,1258,829,65,941,0,99
42,6,1925,1244,1425,917,150,850,0,185
42,6,3975,2431,1673,910,235,933,0,267
42,6,8383,3124,2545,167,0,100,22,6934
42,6,3417,2368,1337,916,152,849,0,98
42,6,5247,3962,1413,993,151,928,0,185
30,6,2689,3041,2272,1921,1160,1341,0,1791
30,6,3128,1657,2292,1763,1082,1094,0,857
30,6,3207,1732,2278,1836,1160,1255,0,1878
30,6,3285,2954,2190,1928,1080,834,0,858
30,6,2604,1734,2277,1840,1077,1174,0,939
30,6,3123,1655,2284,815,1079,1091,0,1025
30,6,3189,3028,2269,1917,1160,1172,0,1959
30,6,2603,2955,2273,1919,1156,1251,0,1789
30,6,3274,1731,2263,1837,1079,1258,0,1024
30,6,2095,1656,2204,1851,999,923,0,771
30,6,2011,1664,2125,818,916,840,0,773
30,6,8090,3016,2263,1921,1075,1255,0,1876
30,6,8244,3097,2342,2087,1161,1340,0,2042
30,6,2088,1741,2292,1849,1082,918,0,942
30,6,2611,1739,2287,899,997,1180,0,941
30,6,3222,1745,2296,899,1084,921,0,944
18,6,1573,1674,2651,396,1349,76,0,1468
18,6,1922,1502,4204,825,1186,0,178,1390
18,6,1992,1494,3484,235,1180,0,179,2591
18,6,1911,1498,2460,1086,1181,0,179,1472
18,6,1921,1419,2474,1003,1100,0,97,1306
18,6,8457,1498,3394,1260,1097,0,97,9720
18,6,2000,1496,2551,321,1266,0,265,2687
18,6,1406,1418,2475,235,1182,0,179,1302
18,6,1998,1499,2458,236,1182,0,181,2683
18,6,1499,1418,2483,322,1185,0,181,1304
18,6,1391,1673,1942,481,1344,159,0,1466
18,6,1148,1428,1786,236,1191,0,180,873
18,6,1917,1504,2468,1173,1185,0,98,1304
18,6,1326,1428,2399,1090,1102,0,97,1221
18,6,1920,1418,2380,238,1099,0,97,1393
18,6,6798,1408,3400,1258,1097,0,11,2498
18,6,1411,1509,2391,1175,1186,0,182,1306
18,6,1235,1513,3628,1088,1277,0,181,1397
6,6,1745,1757,2534,1169,2039,0,431,2499
6,6,1147,1860,2570,486,2065,0,519,2362
6,6,1229,1853,2652,661,2060,0,520,1570
6,6,1745,1842,2624,487,2124,0,518,2418
6,6,2159,2255,2953,1587,2455,0,852,8351
6,6,1746,1843,2547,1257,2044,0,433,2339
6,6,2158,2255,2959,905,2455,0,937,2751
6,6,1825,1921,2624,1337,2121,0,601,2416
6,6,1141,1857,2568,656,2062,0,515,1657
6,6,1563,2189,2981,908,2478,0,853,1990
6,6,1642,2261,2970,1074,2466,0,933,2761
6,6,1744,1841,2539,1253,2040,0,516,2503
6,6,1739,1836,2536,1253,2035,0,432,2416
6,6,1829,1840,2620,574,2124,0,518,2585
6,6,1225,1847,2472,572,2135,0,516,2345
6,6,1743,1840,2616,487,2122,0,518,7934
6,6,1660,1757,2462,572,1959,0,431,2342
6,6,1229,1857,2657,572,2151,0,516,1657
6,6,2166,2263,3041,904,2545,0,936,2922
6,6,1743,1755,2544,1252,2041,0,515,2336
6,6,2165,2260,2960,910,2459,0,854,2839
6,6,1142,1852,2561,487,2056,0,518,1568
6,6,1660,1757,3221,1173,1958,0,348,2337
6,6,1648,2267,3057,993,2553,0,937,2850
6,6,1229,1851,2639,572,2138,0,603,2519
6,6,1740,1752,2529,1167,2034,0,431,2494
54,18,2442,1229,717,1513,477,2135,584,0
54,18,8820,1136,546,3888,308,2027,500,0
54,18,8716,1213,626,3884,471,2201,493,0
54,18,3461,1140,633,1509,393,2130,500,0
54,18,2445,1229,628,1598,475,2137,582,0
54,18,2445,1223,627,1422,473,2139,581,0
54,18,5824,1132,545,3890,306,2029,499,0
54,18,2444,1229,717,1598,477,2137,584,0
54,18,2444,1229,715,1599,477,2138,670,0
54,18,2359,1144,631,1513,391,2052,498,0
54,18,2437,1221,630,1503,392,2129,584,0
54,18,2528,1317,803,4040,563,2221,670,0
54,18,3446,1133,544,3833,306,2032,498,0
54,18,3456,965,461,1332,223,1955,415,0
54,18,2002,1314,801,1598,561,2226,668,0
54,18,2536,1317,802,1601,562,2226,669,0
54,18,2446,1229,628,1598,475,2137,582,0
54,18,2531,1227,718,3956,476,2136,583,0
42,18,2299,491,503,424,0,1044,192,292
42,18,1509,574,672,1977,0,1127,362,374
42,18,2389,579,677,509,0,1133,277,377
42,18,2298,576,587,1891,0,1044,277,289
42,18,4009,574,586,507,0,1808,278,375
42,18,2892,574,585,1968,0,1813,277,376
42,18,1582,641,653,664,67,1196,0,12
42,18,1567,630,728,2042,54,1185,331,0
42,18,4008,490,501,1873,0,1895,278,290
42,18,1566,629,727,2035,138,1184,415,0
42,18,2290,488,586,1968,0,1041,278,375
42,18,1514,579,677,509,0,1132,278,377
42,18,1480,629,725,561,54,1098,331,0
42,18,5701,2788,586,1864,0,1885,192,377
42,18,6903,572,584,1955,0,1803,279,462
42,18,9845,2867,669,2033,0,1967,277,462
30,18,2854,3654,1246,392,746,934,0,1638
30,18,3108,2947,1506,644,916,1017,0,1809
30,18,1155,626,1437,647,925,938,0,691
30,18,4787,2923,1413,644,999,1011,0,6559
